source,product,rating,title,review_text,reviewer,date
google_play,Amazon Shopping,1,,"You have to click through like 5 different pages before you have the option to even speak to customer service. Nothing qualifies for return/replacement or refund. What's worse, Amazon moderates all the reviews, so you can't even warn others about anything. UPDATE: they've incorporated that stupid AI assistant bs, which will pop up with ""suggested questions"" every time you click on an item. And 80% of the time, it refuses to go away, making a part of your screen unusable. Utterly infuriating.",Rachel Goldwater,2024-12-04
google_play,Amazon Shopping,1,,"Until today, I have never had any problems with the app. However, today I can't choose options on an item. For example I select an item that can come in different colors. While the button is there showing the current color and a down arrow to select another, tapping it does nothing. I had no problems yesterday, and it just started today. I checked for updates, and I updated. I cleared cache. I force stopped the app. Nothing has corrected the issue. If it corrects itself, I will edit this review.",Christy Macgregor,2024-12-06
google_play,Amazon Shopping,3,,"I've been using this app for years and it's solid, but if there's an issue with your order, Amazon is real persnickety and bull-headed about issuing a refund. Suddenly because the item wasn't ""sold AND shipped"" by Amazon, you the customer have to wait 48 hours or until the seller contacts you about a resolution. Even if you don't want the item anymore, they'll tell you to ""contact the seller"" and make it a spectacle that they can keep themselves out of unless the seller escalates the issue.",Leon M. Burroughs,2024-12-01
google_play,Amazon Shopping,2,,"Has a lot of options, some cheap, others price gouged and clearly coming from drop shippers. They also recently got rid of the ability to organize your lists by moving the items around to be in the order you want them to be, and this was never available to mobile in the first place for some reason. Enshittification hitting Amazon hard.",Micah Brown,2024-11-26
google_play,Amazon Shopping,1,,"The price for a prime membership has not went down, but the service received has decreased significantly! No longer is 2 day prime shipping available. I'm lucky if things show up within a week or more. The price of everything seems skewed, they put a ""sale"" on but it seems the price was jacked up beforehand, and the sale price is just the regular price. Why you wouldn't want to keep your loyal, paying customers happy is beyond me. Prime video, and amazon Alexa both have major issues, too.",Kimberly MGB,2024-12-04
google_play,Amazon Shopping,1,,"UPDATE: 2.5 years later, still not fixed! The one thing I need from this app is not working: I cannot get auditory/vibrating push notifications no matter what I do, only silent alerts. Since Amazon couriers never ring my doorbell, I wouldn't know if a package was delivered unless this app informed me, and I simply don't notice the quiet alerts. (BTW I have no problems enabling sound/vibration alerts with other apps, just this one.) Please, please, Amazon Shopping developers, fix this app.",D D,2026-01-10
google_play,Amazon Shopping,1,,Getting really sick and tired of paying for same day shipping or expecting an order by a certain date and then I'm told AFTER the order is already late that it will be late. Amazon is NOT reliable. I'm about to cancel my subscription and go back to in store shopping. Ridiculous. Please keep taking my money and not holding up your end. Infuriating.,Amber Wagner,2024-10-03
google_play,Amazon Shopping,2,,"The last two months, Amazon has been messing up orders left & right. Not sure what's going on, but they owe me some money for sending incorrect items in multiple orders. App design makes customer service on these issues ridiculously hard to find. All dealings with specific orders should be available on the same page for orders/reviews. It was a great shopping app until May 2025.",Lee Ross,2025-06-10
google_play,Amazon Shopping,1,,"Every time I use this app, it strays further into a buggy mess. Every new ""feature"" is an annoying intrusion on what should be a simple experience. I used to advocate for Amazon's easy returns, quick delivery, and cheaper prices. Unfortunately that is no longer the case. Deliveries are regularly later than stated, and most things are now no longer cheaper than elsewhere, in fact often more expensive. Not to mention the flood of low quality products when you search. But the app... bug after bug.",Des Kelly,2025-06-28
google_play,Amazon Shopping,1,,"Great. Amazon is live in South Africa, but where is the benefit? They practically offer the same products as Takealot at the same or even higher price. I would like to order items typically found in the US and EU. That was really what would have set them apart, giving us access to better quality products, that Takealot simply can not do. As things stand, I have no use for this app whatsoever.",Rynhardt,2024-11-08
google_play,Amazon Shopping,1,,"Don’t buy books from Amazon Australia, it’s been a really poor experience. I’ve had books on backorder for months now. The titles are from a US publisher, and while they keep showing up as “in stock” for US customers with immediate shipping, overseas orders like mine remain on indefinite backorder. It really feels like Amazon is capitalising on new sales over honouring existing orders. They said to cancel my order & reorder it at the higher price so I can get it sooner...",Corey,2025-10-13
google_play,Amazon Shopping,1,,Disappointing considering Amazon doesn't deliver on time. Not sure I will be using this going forward because I'm tired of consistently paying for 2-day delivery and not getting two day delivery when Amazon is the one doing the delivering. an improvement for the app would be to allow us to search by a specific amount of star reviews. Like only searching for 4.5 star review items or 5 star items.,Batya Grace,2025-10-13
google_play,Amazon Shopping,4,,"I seem to be able to find almost everything that I ever look to acquire on either Amazon or Walmart, but more often than not I can find things on both apps, and there has been a very distinct difference in quality and prices when doing comparisons, but it's the time between purchase & delivery that is most often the deciding factor. And as a Prime member I can quite often get my purchases delivered faster with Amazon than Walmart.",TJ Kirby (TJ),2025-10-10
google_play,Amazon Shopping,1,,only this app appears half the screen has a dark overlay tint. Reinstall fixed app. delivery date changes after you order it. Make sure you order 1 month ahead of a holiday or event. Price goes up at 1 mo bef Halloween. Subscription is supposed to be a better deal. there's an extra fee that makes it cost more than 1x buy. The $ bounces on some products so much that a sub at least $ locks in. Liquids aren't always wrapped in plastic bags & I had ordered food item.,Charmain Bausman,2024-12-27
google_play,Amazon Shopping,1,,The app works ok but Amazon service and deliveries keep going downhill fast. Packages are delayed more and more. They often play a switcheroo between search and payment (e.g. the result shows delivery next day but shipping is actually three days). They don't pay their workers enough and rely too much on automation and AI. Prime fees keep going up and you get less and less. It's also very annoying to need to leave the app to purchase a prime video or kindle book.,David Lamb,2025-03-18
google_play,Amazon Shopping,3,,"Let's talk about dumb moves and losing a sale. Stop refreshing recommendations when a user goes back a page. On the homepage I got about 5 great suggested products, clicked into one to look at, hit back, and Amazon shot themselves in the foot. Completely changed them all and I cant find a single recommendation I liked now. Like imagine window shopping and you go back to look in the window again and it's all changed. Well you didn't get that spontaneous sale from me. Thank you!",Michael S,2025-02-24
google_play,Amazon Shopping,1,,"I am mostly switching to Walmart. Amazon doesn't charge my orders right away, which really messes things up. I keep my debit card locked anytime I'm not actively using it. it seems like anytime I order from Amazon, the card gets declined because the order doesn't charge for hours or even days. Walmart charges right away so I'm switching to them until Amazon fixes this. I kept amazon because I could combine crunchyroll and prime video ,but now they're making me watch ads too so I'm canceling.",Chloe Lingenfelter,2024-10-25
google_play,Amazon Shopping,1,,Do you even know how to set up an app? Not only is it the most confusingly platform to use but trying to get help for issues you're experiencing is near impossible unless you like talking to bots that'll talk you in circles. Either wasting your time or frustrating you so much you don't even remember why you're there because of the 50 hoops you had to jump through to finally get someone.,R,2025-01-07
google_play,Amazon Shopping,1,,"This company is awful. They pulled this scam on me. Charged my Prime to a wrong credit card. I asked them to charge the default card. Instead, they marked the charge disputed and cancelled my prime. When I contacted them again to find out what was going on, they said I had to sign up for prime again! They sent a link, I clicked the link, I signed up for Prime again at a huge price increase. Won't keep their word to fix the price, blamed it on me: guess I don't have Prime anymore as they wanted.",Cynthia P,2025-05-29
google_play,Amazon Shopping,1,,"Had to uninstall this app yet again, since Amazon only lets you cancel subscriptions through a web browser, and every time I try to access amazon in a browser on my phone, it just sends me straight back to the app. Amazon knows exactly what they are doing: scamming people out of their money by not allowing them to cancel. The FTC is literally suing them right now for this exact type of fraud. And Internal documents prove Amazon intentionally makes it impossible to cancel to retain customers.",PDX,2024-11-15
google_play,Amazon Shopping,1,,"Amazon used to be a great place to shop. Now it's become overloaded with so much junk, it's difficult to actually find a decent product. Everything is a cheap knock off of a cheap knock off. Reviews are sounding increasingly fake (like AI wrote them) so I don't trust them anymore. Plus, delivery is steadily getting worse, with packages frequently getting lost or delivered to the wrong house entirely. I'm not renewing again. Thumbs down!",Jennifer Phillips,2025-03-22
google_play,Amazon Shopping,1,,"good for delivering parcels. but the worst at account security system. Ever since I ordered the xbox gift card and it didn't work, it really acted up and cause so many security problems. I've reset my password 9 times now. It is ridiculous. I'm doing what I've should have done a long time ago and close down my account, and start a new account or just not make one so I don't have to deal with any of this nightmare!",Sean Lambert,2025-03-24
google_play,Amazon Shopping,1,,"A lot of things just don't work in the app: some listings, I type a question in the search box & click search and nothing happens. I sent a seller 2 messages asking the same question & they never got back to me, so I tried to click ""Report seller"" which shows up in the message, and the button doesn't even work. I also tried to submit feedback for that seller but couldn't do so without already purchasing an item from them first. I would type more but ran out of characters",Sara Oliver,2025-05-15
google_play,Amazon Shopping,1,,"This app used to be fine. It was more convenient to use than going to the website through a browser. Then they added ""Rufus"". Having a pop-up for an AI that I do not want to use forced on me is unacceptable. It only gets in the way. You're supposed to be able to swipe it out of the way, but half the time that doesn't work. If someone stepped in front of people every time they tried to look at something in a real store, that store would go out of business. I got rid of the app because of it.",Lily Elrick,2025-02-14
google_play,Amazon Shopping,4,,"The app has definitely gotten better with the updates, only feedback I have is just about Amazon in general. When you place an order it doesn't charge your card until it ships so I constantly have to remember to check and see if Amazon charged me so I know if it's safe to spend my left over balance. I wish there was a way to choose to either charge my card instantly or charge when it ships.",Ben Neal,2025-02-06
google_play,Amazon Shopping,2,,"I've just been having bad experiences with Amazon, especially lately. Only 1 of the last 5 things I ordered off Amazon showed up so I had to get a refund. my most recent order says problem occurred yet it won't even say what the problem is. it just says problem occurred and it is not deliverable. when things do get delivered it takes a very long time without Prime. also they have odd resellers but at least nothing I've ordered broke. but dang I feel like half of my orders haven't been delivered.",Johnnie Harrison III,2025-08-10
google_play,Amazon Shopping,1,,"I cancelled after 7 out of my last 10 orders were delayed in ""shipping"" after already showing a delivery date of a week for 2 day prime shipping. Amazon turned into a membership website as some products you can't buy without prime or they charge $20+ more if you don't have it. Life has been much easier since I've been shopping with other websites. My only advice to Amazon is to stop promising things you can't deliver on. Why would I pay $180/year for a service I'm not getting?",Kousuke Kanzaki,2025-07-12
google_play,Amazon Shopping,5,,"I love the Amazon shopping app! Amazon makes it easy to search and find what you're looking for, and there are so many great options to choose from. I also like the wishlist and save for later features so you can keep an eye on items you might want in the future. You can also get select items overnight, which is amazing and has come in handy so many times. Highly recommend!",Cassandra Perez,2025-05-03
google_play,Amazon Shopping,1,,"Amazon is now home to the worst customer service and the worst implementation of AI I've ever experienced. Their help and support is basically non-existent at this point. It's just their terrible AI assistant that does nothing but redirect you endlessly to pages you've already been to. I've had issues with packages being stolen, delivery drivers not following delivery instructions, and other technical issues with both the app and website. I might just be done buying from Amazon. I'm serious.",Aaron Orel,2025-05-30
google_play,Amazon Shopping,3,,"I like the variety and easy checkout process, but even paying for prime delivery is slow. Sometimes the tracking information shows it was delivered to someone in another state, and trying to get a refund/replacement is a huge pain. They just sent yet another package to the other side of the country, and now I don't have items I need for work nor can I afford to repurchase them.",Kai Nazgul,2025-03-19
google_play,Amazon Shopping,4,,It's a good app for shopping and getting what I need fast. The only real complaint I have is they removed the save for later feature and I had stuff in there I planned to buy when I had the money. they say we'll just use lists but the thing is with saved for later it was visible so.i could see it and if I wanted to buy it or had the money then I just moved it and got it. where as list are out of sight out of mind and I'll forget all about it.,Donald Paul,2025-05-13
google_play,Amazon Shopping,2,,"Suddenly buggy when trying to check out. Sometimes says an error has occurred after confirming delivery details. Today it wouldn't let me refuse Prime, just went round and round a loop repeatedly asking me if I wanted to sign up. A good way to lose business and very annoying. No options on the app to report problems.",Peter Sweeney,2024-09-30
google_play,Amazon Shopping,3,,"Amazon can be frustrating at the best of times. Lately I've noticed that whenever I'm connected to a different WiFi router, Amazon doesn't open and says ""oops, something went wrong"". But if I connect to my own Wi-Fi it seems to work. People are me to believe that paying for Amazon Prime gets you next day delivery, But I can assure you that is not always the case. Sometimes you can wait almost a month or more for a parcel from China",Natalie Rowena Lilith Spurr,2025-05-23
google_play,Amazon Shopping,3,,"Look, I understand people make mistakes at times when delivering to an address, but cmon it's happened so many times I'm tired of it. Especially overnight deliveries where there's almost no traffic and people should pay attention to house numbers? Overall, the app is nice and I have no issues. it's just the issues of delivery at times, that's it and yes I have my correct address on it.",Abe,2025-03-28
google_play,Amazon Shopping,3,,App great. Amazon? No. I don't understand the need for this 'new' popup feature where a pic of an item slides up instead of just opening to the full display. Why I have to waste time tapping a pic more than once? It may be useful as a quick source of information - but it WASTES time. The issue of companies that give a Amazon coupon for a 5 star review - not saying which country loaded with these companies. Multiple unrelated reviews combined to make evaluation difficult - still an issue.,Anados Defered,2025-06-30
google_play,Amazon Shopping,1,,they've gone stupidly downhill when it comes to customer service and make it more difficult than it needs to be to chat with a live agent. refunds take forever now. I use to pay annually for amazon but now I stick to shopping in person and only use prime for a month when I need it. tired of it being so hard to find items made in the usa as well.,Caprice Roberts,2025-08-15
google_play,Amazon Shopping,3,,"The Amazon service and app have been fantastic over the years, however the most recent version of the app doesn't render the screen properly. It's now like looking at a web page that has not been appropriately resized for the display, with Kuch of the information running off to the side. The app lacks browser controls, which makes the poor rendering difficult to use. Hopefully Amazon will realise soon and put the formatting back to the smooth vertical experience it was previously.",Alexei Hefner (Xyhfna),2025-06-11
google_play,Amazon Shopping,2,,"Suspiciously high positive feedback for this app. It didn't ask me for the requisite permissions (bluetooth, location) when I tried to get an Amazon Locker open - just kept reporting ""Uh-oh, something went wrong"" every time. I cleared cache, logged out and back in, uninstalled and reinstalled, gave it *all* permissions in app permissions, all to no avail. Then I found the permissions settings in the app itself, and repeated all of the previous troubleshooting steps; no dice. Android15, Pixel7Pro",Wireball MacCarter,2025-03-28
google_play,Amazon Shopping,5,,"I still loathe multi-billionaire Jeff Bezos, but there is no denying how convenient and efficient the service Amazon provides really is. Super fast delivery, easy shopping, fast checkout, all the products you could ever want to find, easy return system too (can take returns to a Whole Foods Market). Can't say what customer service is like yet, hopefully it is equally as good!",Gregory Billingham,2025-03-21
google_play,Amazon Shopping,4,,Update: I found out the mobile app wasn't updated because they didn't have a subroutine in the program to check for updates. I received my items on time and in good condition. I placed another order and the process was much smoother after the update. I'm still holding back a star because I shouldn't have to keep their system updated. Even the cheapest made game apps search for updates on startup. I'm sure they'll earn that star back quickly though as I've said before I usually get great service.,Jon Peck,2024-11-13
google_play,Amazon Shopping,1,,"There's a very annoying recent bug (or ""feature"") where often when tapping on the normal shopping cart button, the Rufus AI tool pops up instead (even though it already had its own dedicated button). Sometimes it takes 3 presses to actually get to the shopping cart, making the app much less intuitive and less user friendly.",Blake,2025-02-17
google_play,Amazon Shopping,1,,"The options that come up for the ""hamburger"" menu are (rather bluntly) completely worthless. Please give us an option to go straight to the ""See all"" shortcut menu when we use the hamburger menu. Most of the time I need to see either Orders or Subscriptions, not your other stupid menu suggestions!",Dave Frailey,2025-03-11
google_play,Amazon Shopping,1,,"The app constantly crashes while I am using it, and it doesn't save your place. It's absolute maddening. It will do this multiple times when I'm using it at the same time. I've tried uninstalling it and reinstalling it, clearing cache and everything. It's just a garbage app.",Jon McGowan,2025-01-15
google_play,Amazon Shopping,2,,"Since Jan 1, 2025 (this month), Amazon has turned some of my packages over to USPS to finish delivery. Only one of these actually got delivered. All the others got marked undeliverable and were returned to sender. One item, a space heater, took 17 days to arrive, while temps were below 0° After making me wait 5 to 7 days before I could cancel the order, then reorder. If this continues, I'll have to go back to shopping the old-fashioned way. I'm really not happy with Amazon shipping these days.",MrBill,2025-01-31
google_play,Amazon Shopping,2,,"My Husband and I used to love Amazon, but lately when we order through Prime, it's hit or miss when our orders come 2 day shipping or not. It has even been to the point where it will say 2 day Prime shipping but the dates will change after the order is placed. We love spending almost $150 a year for Prime Membership and Amazon doesn't follow through with their Prime shipping. The only perk at that point would be Prime member pricing on select items...disappointing for a multi million $ company.",Chris Ortman,2024-09-29
google_play,Amazon Shopping,2,,"Amazon's app still doesn't have night mode. When using it to look for baby stuff at night, it's too bright even at the lowest screen brightness setting in our phones. Most other apps have night mode(eBay, for instance). This should be an easy fix by now...Amazon's developing AI chips but cannot add this feature on their app?! Hmmm, I don't know if Jeff Bezos knows about his app not having this feature yet in 2025 LOL!!! Please fix this asap, ty!",Jose E. Moreno Zerpa,2025-03-11
google_play,Amazon Shopping,1,,"I'm not happy with Amazon as a platform itself, but now they ruined their app! Since the latest update with their ""Rufus AI"" the app runs poorly. It's annoying having ""Rufus"" suggest questions to items that it doesn't even have an answer for. Scrolling is laggy now and every input like adding items to lists takes seconds to register",Bepi Bepi,2024-11-21
google_play,Amazon Shopping,3,,"There's always plenty they could do to improve this app, but considering the amount of content they have to deal with, I think they manage to do alright. And especially since those in charge of the app, are most likely a skeleton crew of overworked and underpaid employees that are expected to pull off miracles on a daily basis. Much like most employees who work for big companies like this. Also, every review I submit automatically loses one star until Google stops having a 500 character limit.",Zero Cool,2025-08-12
google_play,Amazon Shopping,3,,"Please add an option to stop the annoying helper popup from the bottom! I never use it, it blocks my view, and if you inadvertently bump it it opens up. Please put the ""add to list"" at the bottom of the item where it used to be. Both changes have been not been helpful when using your app.",Amy,2024-11-03
google_play,Amazon Shopping,1,,"This app gets worse and worse with every update. They added an AI generated pop-up called ""Rufus"" that makes browsing so annoying!!! Every time I view an item, it pops up and blocks the bottom of my screen. I have to manually close it... every single time I view an item. I hate this new ""tool""! They also just redesigned the layout when browsing and it now feels way more cluttered. Always trying to fix what isn't broken... breaking it in turn.",D. Spex,2024-09-20
google_play,Amazon Shopping,1,,Absolutely hate the new hold and see feature where if you accidentally hold your finger on the screen for too long it brings up a picture of the item and the option to view it's details. If I wanted to do that I'd just press on the thing! Stupid and pointless waste of time!,Robert Batch,2025-07-03
google_play,Amazon Shopping,1,,..why are the prices hidden on the home screen? I'm scrolling through items on black Friday sales with no price listed. Just a percentage off the item. It makes shopping counter productive by having to click every single item. Im going to try other website because this is nonsense. Of course I need to see the price of the item before I click on it.,Desi March,2024-11-29
google_play,Amazon Shopping,1,,I have loved this app. But for some reason it's not letting me select any sizes and not showing me the options either. On some it's only showing me one size. I've clicked on tons of other ones and they still don't give me options. I shop for tons of family members with different sizes. I don't want it to only show me the recommended sizes for me. I want all size options. I'll change my star when this gets fixed!,Kim Rhodes,2024-12-07
google_play,Amazon Shopping,1,,"The new ""product insights"" thing is horrendous. It constantly thinks you're doing it which makes browsing on your phone awful, and there's no way to disable it. I can only imagine how painful it is from an accessibility standpoint. It's also a completely worthless feature.",Imogen Leonard,2025-06-23
google_play,Amazon Shopping,4,,my number one problem is the filters for your orders. there should be a filter for every status. there is no filter to see what has not been delivered. this is different from what hasn't been dispatched. This means you have to scroll through your entire list to see what is available. please add this feature to orders!,Thomas Kunselman (Thom K in Aix),2025-07-18
google_play,Amazon Shopping,1,,"Developers: I have a Pixel 9 Pro Fold and your app is not working properly with my phone. I can only look at the home screen and cart. When I choose menus, the screen is always the home screen. I can search for products and look at my cart but that is it. I can't look at orders, tracking, account menus, essentials or anything. As soon as this bug is fixed I will update my rating to ⭐⭐⭐⭐⭐",Alicia Helmboldt,2024-09-18
google_play,Amazon Shopping,2,,"Getting sick of searching for something specific on amazon and ALL the results are different cheap brands. It's just constant sponsored advertising. In fact Google search is better at finding results on amazon than their own app. Plus the site is now flooded with poor quality products, fake clothes where the brand isn't even spelt right. I'm losing faith in amazon by the day and now shopping elsewhere more as I just can't get genuine products from amazon anymore.",Richard Thomas,2024-11-23
google_play,Amazon Shopping,2,,"I get it....it's a super complex platform with complex navigational considerations and a myriad of different functionalities. An amazing feat. But, it is a freaking resource hog. My phone just about melts my case if I'm using the app on anything other than Wi-Fi. Definitely has optimization issues. I realize that their product teams, are developers are scattered in the wind...it doesn't help that their RTO policy is probably driving a lot of top talent away. Good luck with that Bezos.",Ryan Vickerman,2024-12-07
google_play,Amazon Shopping,1,,"Way, way, way, too many ads for products between the pictures/title and the product description. It's just wasted, since I never look at them. I just scroll till I see product description. I very much liked the old version where you could easily read about the product & see reviews, & then if you wanted, you could see similar products. Considering looking for my products elsewhere. Even if I have to pay more it would be worth it. and move the search button and field back together, please.",Kim Morgan,2026-03-31
google_play,Amazon Shopping,3,,"I love this app, use it all the time and it's great. it is a great online shopping app, and I love the layout. It allows you to have a maximum organization shopping experience with lists, a cart, and many more features. I only have one quarrel. It tells you when an item has been bought for you as a gift. I share a prime account with someone. I was checking the reviews on an item in my wishlist which I would request as a gift idea, and it told me someone had already purchased it for me. Great.",Cody Little,2026-03-31
google_play,Amazon Shopping,1,,"Amazon offers a generally excellent customer experience, and I appreciate the convenience and range of products available. However, I have ongoing concerns regarding order fulfillment at the facility level. It seems that every few orders, there is an issue that requires me to contact customer service due to incorrect processing, delays, or errors in shipment. This not only creates inconvenience but also undermines the reliability I expect as a Prime member.",Avi Ramnarine,2026-04-04
google_play,Amazon Shopping,1,,"I would love to post a picture with this; For the last few months, I've regularly searched a product, found it and clicked on it, so I could order it. Without fail, the app fails. I get the error message, with the photo of a dog, reading, ""Uh-Oh! something went wrong on our end!"" It has happened with tools, vitamins, electronics, clothing, etc., so it wasn't just an irregularity related to one item. The app is up-to-date, so at this point, I think I'm wasting money, and will cancel my prime.",Michael Vaggalis,2026-04-03
google_play,Flipkart,2,,"Hi. There's a glitch in one of the recent updates. Every time I wishlist a product it prompts me which ""wishlist"" to save??!? Unlike previous, when it used to automatically save it to the wish I chose for two saves !!! Now it's like every time it prompts!!! Kindly fix the glitch. Also filters are not working...!!! Thanks.",Tushar Pacharne,2026-04-01
